precision,workload_type,workload_function,dims,iterations
bf16,nonlinear,softmax,"(4096, 128)",-1
fp16,nonlinear,softmax,"(4096, 128)",-1
fp32,nonlinear,softmax,"(4096, 128)",-1
bf16,nonlinear,softmax,"(4096, 192)",-1
fp16,nonlinear,softmax,"(4096, 192)",-1
fp32,nonlinear,softmax,"(4096, 192)",-1
bf16,nonlinear,softmax,"(4096, 256)",-1
fp16,nonlinear,softmax,"(4096, 256)",-1
fp32,nonlinear,softmax,"(4096, 256)",-1
bf16,nonlinear,softmax,"(4096, 320)",-1
fp16,nonlinear,softmax,"(4096, 320)",-1
fp32,nonlinear,softmax,"(4096, 320)",-1
bf16,nonlinear,softmax,"(4096, 384)",-1
fp16,nonlinear,softmax,"(4096, 384)",-1
fp32,nonlinear,softmax,"(4096, 384)",-1
bf16,nonlinear,softmax,"(4096, 448)",-1
fp16,nonlinear,softmax,"(4096, 448)",-1
fp32,nonlinear,softmax,"(4096, 448)",-1
bf16,nonlinear,softmax,"(4096, 512)",-1
fp16,nonlinear,softmax,"(4096, 512)",-1
fp32,nonlinear,softmax,"(4096, 512)",-1
bf16,nonlinear,softmax,"(4096, 576)",-1
fp16,nonlinear,softmax,"(4096, 576)",-1
fp32,nonlinear,softmax,"(4096, 576)",-1
bf16,nonlinear,softmax,"(4096, 640)",-1
fp16,nonlinear,softmax,"(4096, 640)",-1
fp32,nonlinear,softmax,"(4096, 640)",-1
bf16,nonlinear,softmax,"(4096, 704)",-1
fp16,nonlinear,softmax,"(4096, 704)",-1
fp32,nonlinear,softmax,"(4096, 704)",-1
bf16,nonlinear,softmax,"(4096, 768)",-1
fp16,nonlinear,softmax,"(4096, 768)",-1
fp32,nonlinear,softmax,"(4096, 768)",-1
bf16,nonlinear,softmax,"(4096, 832)",-1
fp16,nonlinear,softmax,"(4096, 832)",-1
fp32,nonlinear,softmax,"(4096, 832)",-1
bf16,nonlinear,softmax,"(4096, 896)",-1
fp16,nonlinear,softmax,"(4096, 896)",-1
fp32,nonlinear,softmax,"(4096, 896)",-1
bf16,nonlinear,softmax,"(4096, 960)",-1
fp16,nonlinear,softmax,"(4096, 960)",-1
fp32,nonlinear,softmax,"(4096, 960)",-1
bf16,nonlinear,softmax,"(4, 1024)",-1
fp16,nonlinear,softmax,"(4, 1024)",-1
fp32,nonlinear,softmax,"(4, 1024)",-1
bf16,nonlinear,softmax,"(4, 128)",-1
fp16,nonlinear,softmax,"(4, 128)",-1
fp32,nonlinear,softmax,"(4, 128)",-1
bf16,nonlinear,softmax,"(4, 192)",-1
fp16,nonlinear,softmax,"(4, 192)",-1
fp32,nonlinear,softmax,"(4, 192)",-1
bf16,nonlinear,softmax,"(4, 256)",-1
fp16,nonlinear,softmax,"(4, 256)",-1
fp32,nonlinear,softmax,"(4, 256)",-1
bf16,nonlinear,softmax,"(4, 320)",-1
fp16,nonlinear,softmax,"(4, 320)",-1
fp32,nonlinear,softmax,"(4, 320)",-1
bf16,nonlinear,softmax,"(4, 384)",-1
fp16,nonlinear,softmax,"(4, 384)",-1
fp32,nonlinear,softmax,"(4, 384)",-1
bf16,nonlinear,softmax,"(4, 448)",-1
fp16,nonlinear,softmax,"(4, 448)",-1
fp32,nonlinear,softmax,"(4, 448)",-1
bf16,nonlinear,softmax,"(4, 512)",-1
fp16,nonlinear,softmax,"(4, 512)",-1
fp32,nonlinear,softmax,"(4, 512)",-1
bf16,nonlinear,softmax,"(4, 576)",-1
fp16,nonlinear,softmax,"(4, 576)",-1
fp32,nonlinear,softmax,"(4, 576)",-1
bf16,nonlinear,softmax,"(4, 640)",-1
fp16,nonlinear,softmax,"(4, 640)",-1
fp32,nonlinear,softmax,"(4, 640)",-1
bf16,nonlinear,softmax,"(4, 704)",-1
fp16,nonlinear,softmax,"(4, 704)",-1
fp32,nonlinear,softmax,"(4, 704)",-1
bf16,nonlinear,softmax,"(4, 768)",-1
fp16,nonlinear,softmax,"(4, 768)",-1
fp32,nonlinear,softmax,"(4, 768)",-1
bf16,nonlinear,softmax,"(4, 832)",-1
fp16,nonlinear,softmax,"(4, 832)",-1
fp32,nonlinear,softmax,"(4, 832)",-1
bf16,nonlinear,softmax,"(4, 896)",-1
fp16,nonlinear,softmax,"(4, 896)",-1
fp32,nonlinear,softmax,"(4, 896)",-1
bf16,nonlinear,softmax,"(4, 960)",-1
fp16,nonlinear,softmax,"(4, 960)",-1
fp32,nonlinear,softmax,"(4, 960)",-1
bf16,nonlinear,softmax,"(512, 1024)",-1
fp16,nonlinear,softmax,"(512, 1024)",-1
fp32,nonlinear,softmax,"(512, 1024)",-1
bf16,nonlinear,softmax,"(512, 128)",-1
fp16,nonlinear,softmax,"(512, 128)",-1
fp32,nonlinear,softmax,"(512, 128)",-1
bf16,nonlinear,softmax,"(512, 192)",-1
fp16,nonlinear,softmax,"(512, 192)",-1
fp32,nonlinear,softmax,"(512, 192)",-1
bf16,nonlinear,softmax,"(512, 256)",-1
fp16,nonlinear,softmax,"(512, 256)",-1
fp32,nonlinear,softmax,"(512, 256)",-1
bf16,nonlinear,softmax,"(512, 320)",-1
fp16,nonlinear,softmax,"(512, 320)",-1
fp32,nonlinear,softmax,"(512, 320)",-1
bf16,nonlinear,softmax,"(512, 384)",-1
fp16,nonlinear,softmax,"(512, 384)",-1
fp32,nonlinear,softmax,"(512, 384)",-1
bf16,nonlinear,softmax,"(512, 448)",-1
fp16,nonlinear,softmax,"(512, 448)",-1
fp32,nonlinear,softmax,"(512, 448)",-1
bf16,nonlinear,softmax,"(512, 512)",-1
fp16,nonlinear,softmax,"(512, 512)",-1
fp32,nonlinear,softmax,"(512, 512)",-1
bf16,nonlinear,softmax,"(512, 576)",-1
fp16,nonlinear,softmax,"(512, 576)",-1
fp32,nonlinear,softmax,"(512, 576)",-1
bf16,nonlinear,softmax,"(512, 640)",-1
fp16,nonlinear,softmax,"(512, 640)",-1
fp32,nonlinear,softmax,"(512, 640)",-1
bf16,nonlinear,softmax,"(512, 704)",-1
fp16,nonlinear,softmax,"(512, 704)",-1
fp32,nonlinear,softmax,"(512, 704)",-1
bf16,nonlinear,softmax,"(512, 768)",-1
fp16,nonlinear,softmax,"(512, 768)",-1
fp32,nonlinear,softmax,"(512, 768)",-1
bf16,nonlinear,softmax,"(512, 832)",-1
fp16,nonlinear,softmax,"(512, 832)",-1
fp32,nonlinear,softmax,"(512, 832)",-1
bf16,nonlinear,softmax,"(512, 896)",-1
fp16,nonlinear,softmax,"(512, 896)",-1
fp32,nonlinear,softmax,"(512, 896)",-1
bf16,nonlinear,softmax,"(512, 960)",-1
fp16,nonlinear,softmax,"(512, 960)",-1
fp32,nonlinear,softmax,"(512, 960)",-1
bf16,nonlinear,softmax,"(524288, 1024)",-1
fp16,nonlinear,softmax,"(524288, 1024)",-1
fp32,nonlinear,softmax,"(524288, 1024)",-1
bf16,nonlinear,softmax,"(524288, 128)",-1
fp16,nonlinear,softmax,"(524288, 128)",-1
fp32,nonlinear,softmax,"(524288, 128)",-1
bf16,nonlinear,softmax,"(524288, 192)",-1
fp16,nonlinear,softmax,"(524288, 192)",-1
fp32,nonlinear,softmax,"(524288, 192)",-1
bf16,nonlinear,softmax,"(524288, 256)",-1
fp16,nonlinear,softmax,"(524288, 256)",-1
fp32,nonlinear,softmax,"(524288, 256)",-1
bf16,nonlinear,softmax,"(524288, 320)",-1
fp16,nonlinear,softmax,"(524288, 320)",-1
fp32,nonlinear,softmax,"(524288, 320)",-1
bf16,nonlinear,softmax,"(524288, 384)",-1
fp16,nonlinear,softmax,"(524288, 384)",-1
fp32,nonlinear,softmax,"(524288, 384)",-1
bf16,nonlinear,softmax,"(524288, 448)",-1
fp16,nonlinear,softmax,"(524288, 448)",-1
fp32,nonlinear,softmax,"(524288, 448)",-1
bf16,nonlinear,softmax,"(524288, 512)",-1
fp16,nonlinear,softmax,"(524288, 512)",-1
fp32,nonlinear,softmax,"(524288, 512)",-1
bf16,nonlinear,softmax,"(524288, 576)",-1
fp16,nonlinear,softmax,"(524288, 576)",-1
fp32,nonlinear,softmax,"(524288, 576)",-1
bf16,nonlinear,softmax,"(524288, 640)",-1
fp16,nonlinear,softmax,"(524288, 640)",-1
fp32,nonlinear,softmax,"(524288, 640)",-1
bf16,nonlinear,softmax,"(524288, 704)",-1
fp16,nonlinear,softmax,"(524288, 704)",-1
fp32,nonlinear,softmax,"(524288, 704)",-1
bf16,nonlinear,softmax,"(524288, 768)",-1
fp16,nonlinear,softmax,"(524288, 768)",-1
fp32,nonlinear,softmax,"(524288, 768)",-1
bf16,nonlinear,softmax,"(524288, 832)",-1
fp16,nonlinear,softmax,"(524288, 832)",-1
fp32,nonlinear,softmax,"(524288, 832)",-1
bf16,nonlinear,softmax,"(524288, 896)",-1
fp16,nonlinear,softmax,"(524288, 896)",-1
fp32,nonlinear,softmax,"(524288, 896)",-1
bf16,nonlinear,softmax,"(524288, 960)",-1
fp16,nonlinear,softmax,"(524288, 960)",-1
fp32,nonlinear,softmax,"(524288, 960)",-1
bf16,nonlinear,softmax,"(64, 1024)",-1
fp16,nonlinear,softmax,"(64, 1024)",-1
fp32,nonlinear,softmax,"(64, 1024)",-1
bf16,nonlinear,softmax,"(64, 128)",-1
fp16,nonlinear,softmax,"(64, 128)",-1
fp32,nonlinear,softmax,"(64, 128)",-1
bf16,nonlinear,softmax,"(64, 192)",-1
fp16,nonlinear,softmax,"(64, 192)",-1
fp32,nonlinear,softmax,"(64, 192)",-1
bf16,nonlinear,softmax,"(64, 256)",-1
fp16,nonlinear,softmax,"(64, 256)",-1
fp32,nonlinear,softmax,"(64, 256)",-1
bf16,nonlinear,softmax,"(64, 320)",-1
fp16,nonlinear,softmax,"(64, 320)",-1
fp32,nonlinear,softmax,"(64, 320)",-1
bf16,nonlinear,softmax,"(64, 384)",-1
fp16,nonlinear,softmax,"(64, 384)",-1
fp32,nonlinear,softmax,"(64, 384)",-1
bf16,nonlinear,softmax,"(64, 448)",-1
fp16,nonlinear,softmax,"(64, 448)",-1
fp32,nonlinear,softmax,"(64, 448)",-1
bf16,nonlinear,softmax,"(64, 512)",-1
fp16,nonlinear,softmax,"(64, 512)",-1
fp32,nonlinear,softmax,"(64, 512)",-1
bf16,nonlinear,softmax,"(64, 576)",-1
fp16,nonlinear,softmax,"(64, 576)",-1
fp32,nonlinear,softmax,"(64, 576)",-1
bf16,nonlinear,softmax,"(64, 640)",-1
fp16,nonlinear,softmax,"(64, 640)",-1
fp32,nonlinear,softmax,"(64, 640)",-1
bf16,nonlinear,softmax,"(64, 704)",-1
fp16,nonlinear,softmax,"(64, 704)",-1
fp32,nonlinear,softmax,"(64, 704)",-1
bf16,nonlinear,softmax,"(64, 768)",-1
fp16,nonlinear,softmax,"(64, 768)",-1
fp32,nonlinear,softmax,"(64, 768)",-1
bf16,nonlinear,softmax,"(64, 832)",-1
fp16,nonlinear,softmax,"(64, 832)",-1
fp32,nonlinear,softmax,"(64, 832)",-1
bf16,nonlinear,softmax,"(64, 896)",-1
fp16,nonlinear,softmax,"(64, 896)",-1
fp32,nonlinear,softmax,"(64, 896)",-1
bf16,nonlinear,softmax,"(64, 960)",-1
fp16,nonlinear,softmax,"(64, 960)",-1
fp32,nonlinear,softmax,"(64, 960)",-1
bf16,nonlinear,softmax,"(65536, 1024)",-1
fp16,nonlinear,softmax,"(65536, 1024)",-1
fp32,nonlinear,softmax,"(65536, 1024)",-1
bf16,nonlinear,softmax,"(65536, 128)",-1
fp16,nonlinear,softmax,"(65536, 128)",-1
fp32,nonlinear,softmax,"(65536, 128)",-1
bf16,nonlinear,softmax,"(65536, 192)",-1
fp16,nonlinear,softmax,"(65536, 192)",-1
fp32,nonlinear,softmax,"(65536, 192)",-1
bf16,nonlinear,softmax,"(65536, 256)",-1
fp16,nonlinear,softmax,"(65536, 256)",-1
fp32,nonlinear,softmax,"(65536, 256)",-1
bf16,nonlinear,softmax,"(65536, 320)",-1
fp16,nonlinear,softmax,"(65536, 320)",-1
fp32,nonlinear,softmax,"(65536, 320)",-1
bf16,nonlinear,softmax,"(65536, 384)",-1
fp16,nonlinear,softmax,"(65536, 384)",-1
fp32,nonlinear,softmax,"(65536, 384)",-1
bf16,nonlinear,softmax,"(65536, 448)",-1
fp16,nonlinear,softmax,"(65536, 448)",-1
fp32,nonlinear,softmax,"(65536, 448)",-1
bf16,nonlinear,softmax,"(65536, 512)",-1
fp16,nonlinear,softmax,"(65536, 512)",-1
fp32,nonlinear,softmax,"(65536, 512)",-1
bf16,nonlinear,softmax,"(65536, 576)",-1
fp16,nonlinear,softmax,"(65536, 576)",-1
fp32,nonlinear,softmax,"(65536, 576)",-1
bf16,nonlinear,softmax,"(65536, 640)",-1
fp16,nonlinear,softmax,"(65536, 640)",-1
fp32,nonlinear,softmax,"(65536, 640)",-1
bf16,nonlinear,softmax,"(65536, 704)",-1
fp16,nonlinear,softmax,"(65536, 704)",-1
fp32,nonlinear,softmax,"(65536, 704)",-1
bf16,nonlinear,softmax,"(65536, 768)",-1
fp16,nonlinear,softmax,"(65536, 768)",-1
fp32,nonlinear,softmax,"(65536, 768)",-1
bf16,nonlinear,softmax,"(65536, 832)",-1
fp16,nonlinear,softmax,"(65536, 832)",-1
fp32,nonlinear,softmax,"(65536, 832)",-1
bf16,nonlinear,softmax,"(65536, 896)",-1
fp16,nonlinear,softmax,"(65536, 896)",-1
fp32,nonlinear,softmax,"(65536, 896)",-1
bf16,nonlinear,softmax,"(65536, 960)",-1
fp16,nonlinear,softmax,"(65536, 960)",-1
fp32,nonlinear,softmax,"(65536, 960)",-1
bf16,nonlinear,softmax,"(8192, 1024)",-1
fp16,nonlinear,softmax,"(8192, 1024)",-1
fp32,nonlinear,softmax,"(8192, 1024)",-1
bf16,nonlinear,softmax,"(8192, 128)",-1
fp16,nonlinear,softmax,"(8192, 128)",-1
fp32,nonlinear,softmax,"(8192, 128)",-1
bf16,nonlinear,softmax,"(8192, 192)",-1
fp16,nonlinear,softmax,"(8192, 192)",-1
fp32,nonlinear,softmax,"(8192, 192)",-1
bf16,nonlinear,softmax,"(8192, 256)",-1
fp16,nonlinear,softmax,"(8192, 256)",-1
fp32,nonlinear,softmax,"(8192, 256)",-1
bf16,nonlinear,softmax,"(8192, 320)",-1
fp16,nonlinear,softmax,"(8192, 320)",-1
fp32,nonlinear,softmax,"(8192, 320)",-1
bf16,nonlinear,softmax,"(8192, 384)",-1
fp16,nonlinear,softmax,"(8192, 384)",-1
fp32,nonlinear,softmax,"(8192, 384)",-1
bf16,nonlinear,softmax,"(8192, 448)",-1
fp16,nonlinear,softmax,"(8192, 448)",-1
fp32,nonlinear,softmax,"(8192, 448)",-1
bf16,nonlinear,softmax,"(8192, 512)",-1
fp16,nonlinear,softmax,"(8192, 512)",-1
fp32,nonlinear,softmax,"(8192, 512)",-1
bf16,nonlinear,softmax,"(8192, 576)",-1
fp16,nonlinear,softmax,"(8192, 576)",-1
fp32,nonlinear,softmax,"(8192, 576)",-1
bf16,nonlinear,softmax,"(8192, 640)",-1
fp16,nonlinear,softmax,"(8192, 640)",-1
fp32,nonlinear,softmax,"(8192, 640)",-1
bf16,nonlinear,softmax,"(8192, 704)",-1
fp16,nonlinear,softmax,"(8192, 704)",-1
fp32,nonlinear,softmax,"(8192, 704)",-1
bf16,nonlinear,softmax,"(8192, 768)",-1
fp16,nonlinear,softmax,"(8192, 768)",-1
fp32,nonlinear,softmax,"(8192, 768)",-1
bf16,nonlinear,softmax,"(8192, 832)",-1
fp16,nonlinear,softmax,"(8192, 832)",-1
fp32,nonlinear,softmax,"(8192, 832)",-1
bf16,nonlinear,softmax,"(8192, 896)",-1
fp16,nonlinear,softmax,"(8192, 896)",-1
fp32,nonlinear,softmax,"(8192, 896)",-1
bf16,nonlinear,softmax,"(8192, 960)",-1
fp16,nonlinear,softmax,"(8192, 960)",-1
fp32,nonlinear,softmax,"(8192, 960)",-1
bf16,nonlinear,softmax,"(8, 1024)",-1
fp16,nonlinear,softmax,"(8, 1024)",-1
fp32,nonlinear,softmax,"(8, 1024)",-1
bf16,nonlinear,softmax,"(8, 128)",-1
fp16,nonlinear,softmax,"(8, 128)",-1
fp32,nonlinear,softmax,"(8, 128)",-1
bf16,nonlinear,softmax,"(8, 192)",-1
fp16,nonlinear,softmax,"(8, 192)",-1
fp32,nonlinear,softmax,"(8, 192)",-1
bf16,nonlinear,softmax,"(8, 256)",-1
fp16,nonlinear,softmax,"(8, 256)",-1
fp32,nonlinear,softmax,"(8, 256)",-1
bf16,nonlinear,softmax,"(8, 320)",-1
fp16,nonlinear,softmax,"(8, 320)",-1
fp32,nonlinear,softmax,"(8, 320)",-1
bf16,nonlinear,softmax,"(8, 384)",-1
fp16,nonlinear,softmax,"(8, 384)",-1
fp32,nonlinear,softmax,"(8, 384)",-1
bf16,nonlinear,softmax,"(8, 448)",-1
fp16,nonlinear,softmax,"(8, 448)",-1
fp32,nonlinear,softmax,"(8, 448)",-1
bf16,nonlinear,softmax,"(8, 512)",-1
fp16,nonlinear,softmax,"(8, 512)",-1
fp32,nonlinear,softmax,"(8, 512)",-1
bf16,nonlinear,softmax,"(8, 576)",-1
fp16,nonlinear,softmax,"(8, 576)",-1
fp32,nonlinear,softmax,"(8, 576)",-1
bf16,nonlinear,softmax,"(8, 640)",-1
fp16,nonlinear,softmax,"(8, 640)",-1
fp32,nonlinear,softmax,"(8, 640)",-1
bf16,nonlinear,softmax,"(8, 704)",-1
fp16,nonlinear,softmax,"(8, 704)",-1
fp32,nonlinear,softmax,"(8, 704)",-1
bf16,nonlinear,softmax,"(8, 768)",-1
fp16,nonlinear,softmax,"(8, 768)",-1
fp32,nonlinear,softmax,"(8, 768)",-1
bf16,nonlinear,softmax,"(8, 832)",-1
fp16,nonlinear,softmax,"(8, 832)",-1
fp32,nonlinear,softmax,"(8, 832)",-1
bf16,nonlinear,softmax,"(8, 896)",-1
fp16,nonlinear,softmax,"(8, 896)",-1
fp32,nonlinear,softmax,"(8, 896)",-1
bf16,nonlinear,softmax,"(8, 960)",-1
fp16,nonlinear,softmax,"(8, 960)",-1
fp32,nonlinear,softmax,"(8, 960)",-1
bf16,nonlinear,softmax,"(128, 10240)",-1
fp16,nonlinear,softmax,"(128, 10240)",-1
fp32,nonlinear,softmax,"(128, 10240)",-1
bf16,nonlinear,softmax,"(128, 11264)",-1
fp16,nonlinear,softmax,"(128, 11264)",-1
fp32,nonlinear,softmax,"(128, 11264)",-1
bf16,nonlinear,softmax,"(128, 12288)",-1
fp16,nonlinear,softmax,"(128, 12288)",-1
fp32,nonlinear,softmax,"(128, 12288)",-1
bf16,nonlinear,softmax,"(128, 13312)",-1
fp16,nonlinear,softmax,"(128, 13312)",-1
fp32,nonlinear,softmax,"(128, 13312)",-1
bf16,nonlinear,softmax,"(128, 14336)",-1
fp16,nonlinear,softmax,"(128, 14336)",-1
fp32,nonlinear,softmax,"(128, 14336)",-1
bf16,nonlinear,softmax,"(128, 15360)",-1
fp16,nonlinear,softmax,"(128, 15360)",-1
fp32,nonlinear,softmax,"(128, 15360)",-1
bf16,nonlinear,softmax,"(128, 16384)",-1
fp16,nonlinear,softmax,"(128, 16384)",-1
fp32,nonlinear,softmax,"(128, 16384)",-1
bf16,nonlinear,softmax,"(128, 2048)",-1
fp16,nonlinear,softmax,"(128, 2048)",-1
fp32,nonlinear,softmax,"(128, 2048)",-1
bf16,nonlinear,softmax,"(128, 3072)",-1
fp16,nonlinear,softmax,"(128, 3072)",-1
fp32,nonlinear,softmax,"(128, 3072)",-1
bf16,nonlinear,softmax,"(128, 4096)",-1
fp16,nonlinear,softmax,"(128, 4096)",-1
fp32,nonlinear,softmax,"(128, 4096)",-1
bf16,nonlinear,softmax,"(128, 5120)",-1
fp16,nonlinear,softmax,"(128, 5120)",-1
fp32,nonlinear,softmax,"(128, 5120)",-1
bf16,nonlinear,softmax,"(128, 6144)",-1
fp16,nonlinear,softmax,"(128, 6144)",-1
fp32,nonlinear,softmax,"(128, 6144)",-1
bf16,nonlinear,softmax,"(128, 7168)",-1
fp16,nonlinear,softmax,"(128, 7168)",-1
fp32,nonlinear,softmax,"(128, 7168)",-1
bf16,nonlinear,softmax,"(128, 8192)",-1
fp16,nonlinear,softmax,"(128, 8192)",-1
fp32,nonlinear,softmax,"(128, 8192)",-1
bf16,nonlinear,softmax,"(128, 9216)",-1
fp16,nonlinear,softmax,"(128, 9216)",-1
fp32,nonlinear,softmax,"(128, 9216)",-1
bf16,nonlinear,softmax,"(16, 10240)",-1
fp16,nonlinear,softmax,"(16, 10240)",-1
fp32,nonlinear,softmax,"(16, 10240)",-1
bf16,nonlinear,softmax,"(16, 11264)",-1
fp16,nonlinear,softmax,"(16, 11264)",-1
fp32,nonlinear,softmax,"(16, 11264)",-1
bf16,nonlinear,softmax,"(16, 12288)",-1
fp16,nonlinear,softmax,"(16, 12288)",-1
fp32,nonlinear,softmax,"(16, 12288)",-1
bf16,nonlinear,softmax,"(16, 13312)",-1
fp16,nonlinear,softmax,"(16, 13312)",-1
fp32,nonlinear,softmax,"(16, 13312)",-1
bf16,nonlinear,softmax,"(16, 14336)",-1
fp16,nonlinear,softmax,"(16, 14336)",-1
fp32,nonlinear,softmax,"(16, 14336)",-1
bf16,nonlinear,softmax,"(16, 15360)",-1
fp16,nonlinear,softmax,"(16, 15360)",-1
fp32,nonlinear,softmax,"(16, 15360)",-1
bf16,nonlinear,softmax,"(16, 16384)",-1
fp16,nonlinear,softmax,"(16, 16384)",-1
fp32,nonlinear,softmax,"(16, 16384)",-1
bf16,nonlinear,softmax,"(16, 2048)",-1
fp16,nonlinear,softmax,"(16, 2048)",-1
fp32,nonlinear,softmax,"(16, 2048)",-1
bf16,nonlinear,softmax,"(16, 3072)",-1
fp16,nonlinear,softmax,"(16, 3072)",-1
fp32,nonlinear,softmax,"(16, 3072)",-1
bf16,nonlinear,softmax,"(16, 4096)",-1
fp16,nonlinear,softmax,"(16, 4096)",-1
fp32,nonlinear,softmax,"(16, 4096)",-1
bf16,nonlinear,softmax,"(16, 5120)",-1
fp16,nonlinear,softmax,"(16, 5120)",-1
fp32,nonlinear,softmax,"(16, 5120)",-1
bf16,nonlinear,softmax,"(16, 6144)",-1
fp16,nonlinear,softmax,"(16, 6144)",-1
fp32,nonlinear,softmax,"(16, 6144)",-1
bf16,nonlinear,softmax,"(16, 7168)",-1
fp16,nonlinear,softmax,"(16, 7168)",-1
fp32,nonlinear,softmax,"(16, 7168)",-1
bf16,nonlinear,softmax,"(16, 8192)",-1
fp16,nonlinear,softmax,"(16, 8192)",-1
fp32,nonlinear,softmax,"(16, 8192)",-1
bf16,nonlinear,softmax,"(16, 9216)",-1
fp16,nonlinear,softmax,"(16, 9216)",-1
fp32,nonlinear,softmax,"(16, 9216)",-1
bf16,nonlinear,softmax,"(1, 10240)",-1
fp16,nonlinear,softmax,"(1, 10240)",-1
fp32,nonlinear,softmax,"(1, 10240)",-1
bf16,nonlinear,softmax,"(1, 11264)",-1
fp16,nonlinear,softmax,"(1, 11264)",-1
fp32,nonlinear,softmax,"(1, 11264)",-1
bf16,nonlinear,softmax,"(1, 12288)",-1
fp16,nonlinear,softmax,"(1, 12288)",-1
fp32,nonlinear,softmax,"(1, 12288)",-1
bf16,nonlinear,softmax,"(1, 13312)",-1
fp16,nonlinear,softmax,"(1, 13312)",-1
fp32,nonlinear,softmax,"(1, 13312)",-1
bf16,nonlinear,softmax,"(1, 14336)",-1
fp16,nonlinear,softmax,"(1, 14336)",-1
fp32,nonlinear,softmax,"(1, 14336)",-1
bf16,nonlinear,softmax,"(1, 15360)",-1
fp16,nonlinear,softmax,"(1, 15360)",-1
fp32,nonlinear,softmax,"(1, 15360)",-1
bf16,nonlinear,softmax,"(1, 16384)",-1
fp16,nonlinear,softmax,"(1, 16384)",-1
fp32,nonlinear,softmax,"(1, 16384)",-1
bf16,nonlinear,softmax,"(1, 2048)",-1
fp16,nonlinear,softmax,"(1, 2048)",-1
fp32,nonlinear,softmax,"(1, 2048)",-1
bf16,nonlinear,softmax,"(1, 3072)",-1
fp16,nonlinear,softmax,"(1, 3072)",-1
fp32,nonlinear,softmax,"(1, 3072)",-1
bf16,nonlinear,softmax,"(1, 4096)",-1
fp16,nonlinear,softmax,"(1, 4096)",-1
fp32,nonlinear,softmax,"(1, 4096)",-1
bf16,nonlinear,softmax,"(1, 5120)",-1
fp16,nonlinear,softmax,"(1, 5120)",-1
fp32,nonlinear,softmax,"(1, 5120)",-1
bf16,nonlinear,softmax,"(1, 6144)",-1
fp16,nonlinear,softmax,"(1, 6144)",-1
fp32,nonlinear,softmax,"(1, 6144)",-1
bf16,nonlinear,softmax,"(1, 7168)",-1
fp16,nonlinear,softmax,"(1, 7168)",-1
fp32,nonlinear,softmax,"(1, 7168)",-1
bf16,nonlinear,softmax,"(1, 8192)",-1
fp16,nonlinear,softmax,"(1, 8192)",-1
fp32,nonlinear,softmax,"(1, 8192)",-1
bf16,nonlinear,softmax,"(1, 9216)",-1
fp16,nonlinear,softmax,"(1, 9216)",-1
fp32,nonlinear,softmax,"(1, 9216)",-1
bf16,nonlinear,softmax,"(256, 10240)",-1
fp16,nonlinear,softmax,"(256, 10240)",-1
fp32,nonlinear,softmax,"(256, 10240)",-1
bf16,nonlinear,softmax,"(256, 11264)",-1
fp16,nonlinear,softmax,"(256, 11264)",-1
fp32,nonlinear,softmax,"(256, 11264)",-1
bf16,nonlinear,softmax,"(256, 12288)",-1
fp16,nonlinear,softmax,"(256, 12288)",-1
fp32,nonlinear,softmax,"(256, 12288)",-1
bf16,nonlinear,softmax,"(256, 13312)",-1
fp16,nonlinear,softmax,"(256, 13312)",-1
fp32,nonlinear,softmax,"(256, 13312)",-1
bf16,nonlinear,softmax,"(256, 14336)",-1
fp16,nonlinear,softmax,"(256, 14336)",-1
fp32,nonlinear,softmax,"(256, 14336)",-1
bf16,nonlinear,softmax,"(256, 15360)",-1
fp16,nonlinear,softmax,"(256, 15360)",-1
fp32,nonlinear,softmax,"(256, 15360)",-1
bf16,nonlinear,softmax,"(256, 16384)",-1
fp16,nonlinear,softmax,"(256, 16384)",-1
fp32,nonlinear,softmax,"(256, 16384)",-1
bf16,nonlinear,softmax,"(256, 2048)",-1
fp16,nonlinear,softmax,"(256, 2048)",-1
fp32,nonlinear,softmax,"(256, 2048)",-1
bf16,nonlinear,softmax,"(256, 3072)",-1
fp16,nonlinear,softmax,"(256, 3072)",-1
fp32,nonlinear,softmax,"(256, 3072)",-1
bf16,nonlinear,softmax,"(256, 4096)",-1
fp16,nonlinear,softmax,"(256, 4096)",-1
fp32,nonlinear,softmax,"(256, 4096)",-1
bf16,nonlinear,softmax,"(256, 5120)",-1
fp16,nonlinear,softmax,"(256, 5120)",-1
fp32,nonlinear,softmax,"(256, 5120)",-1
bf16,nonlinear,softmax,"(256, 6144)",-1
fp16,nonlinear,softmax,"(256, 6144)",-1
fp32,nonlinear,softmax,"(256, 6144)",-1
bf16,nonlinear,softmax,"(256, 7168)",-1
fp16,nonlinear,softmax,"(256, 7168)",-1
fp32,nonlinear,softmax,"(256, 7168)",-1
bf16,nonlinear,softmax,"(256, 8192)",-1
fp16,nonlinear,softmax,"(256, 8192)",-1
fp32,nonlinear,softmax,"(256, 8192)",-1
bf16,nonlinear,softmax,"(256, 9216)",-1
fp16,nonlinear,softmax,"(256, 9216)",-1
fp32,nonlinear,softmax,"(256, 9216)",-1
bf16,nonlinear,softmax,"(2, 10240)",-1
fp16,nonlinear,softmax,"(2, 10240)",-1
fp32,nonlinear,softmax,"(2, 10240)",-1
bf16,nonlinear,softmax,"(2, 11264)",-1
fp16,nonlinear,softmax,"(2, 11264)",-1
fp32,nonlinear,softmax,"(2, 11264)",-1
